Date,sumCTL,Year,substance,depressed,suicide,self_harm,stress_anxiety,relationship,bereavement,bully,isolated,eating,abuse,lgbtq,other,racism,covid_19,sexual_abuse,emotional_abuse,uspecified_abuse,Time
2019-08-08,121,244299,3,46,32,14,40,51,6,4,29,6,1,0,17,0,0,2,2,0,Before
2019-08-09,121,244299,3,44,40,4,40,42,5,2,27,1,2,2,22,0,0,4,6,0,Before
2019-08-10,113,228147,2,42,33,11,37,40,9,5,19,3,3,3,14,0,0,5,6,0,Before
2019-08-11,104,209976,7,47,32,16,39,37,3,1,17,3,1,2,11,0,0,3,3,0,Before
2019-08-12,103,207957,7,36,35,14,36,44,1,7,27,2,2,2,14,0,0,3,3,0,Before
2019-08-13,120,242280,6,62,44,14,38,50,5,5,28,4,3,3,9,0,0,2,6,0,Before
2019-08-14,114,230166,7,53,31,7,48,53,5,5,19,4,1,4,12,0,0,4,4,0,Before
2019-08-15,102,205938,4,38,24,11,28,45,5,1,22,0,1,1,14,0,0,6,3,0,Before
2019-08-16,104,209976,3,45,23,5,32,41,4,6,22,6,1,3,13,0,0,3,4,0,Before
2019-08-17,97,195843,3,36,25,11,34,38,2,1,18,4,1,3,12,0,0,1,3,0,Before
2019-08-18,104,209976,5,49,30,10,37,34,7,0,28,1,2,2,12,0,0,3,6,0,Before
2019-08-19,117,236223,0,60,39,19,38,44,7,2,21,4,4,2,13,0,0,6,5,0,Before
2019-08-20,115,232185,6,42,40,10,42,37,2,3,24,2,1,4,9,0,0,4,4,0,Before
2019-08-21,119,240261,4,47,36,13,40,40,2,4,26,2,4,3,10,0,0,2,4,0,Before
2019-08-22,110,222090,5,39,38,12,33,44,11,2,29,1,3,1,16,0,0,4,11,0,Before
2019-08-23,132,266508,1,60,38,11,53,56,9,6,35,5,3,1,21,0,0,8,8,0,Before
2019-08-24,131,264489,0,59,48,15,47,60,6,4,32,5,4,2,17,0,0,3,7,0,Before
2019-08-25,133,268527,3,56,47,17,53,49,4,5,27,2,3,6,20,0,0,1,8,0,Before
2019-08-26,109,220071,5,47,34,11,36,39,1,4,30,2,1,1,16,0,0,1,5,0,Before
2019-08-27,131,264489,1,58,34,14,51,47,3,1,27,1,2,1,15,0,0,3,10,0,Before
2019-08-28,151,304869,5,62,47,18,58,69,6,4,40,3,7,8,16,0,0,6,10,0,Before
2019-08-29,124,250356,2,43,42,16,50,43,7,2,27,2,3,0,23,0,0,9,6,0,Before
2019-08-30,124,250356,2,49,37,13,42,45,5,5,35,1,2,0,13,0,0,4,5,0,Before
2019-08-31,106,214014,6,47,33,12,29,41,3,7,26,8,1,2,12,0,0,5,3,0,Before
2019-09-01,105,211995,8,38,30,16,44,40,4,4,27,5,3,1,7,0,0,1,9,0,Before
2019-09-02,135,272565,1,63,38,13,47,48,5,5,28,4,2,2,15,0,0,2,9,0,Before
2019-09-03,152,306888,7,61,45,17,53,50,7,5,29,6,2,6,15,0,0,4,8,0,Before
2019-09-04,141,284679,3,62,36,17,55,50,6,8,28,4,5,3,17,0,0,5,3,0,Before
2019-09-05,153,308907,5,67,47,20,52,57,4,3,34,6,2,3,14,0,0,2,7,0,Before
2019-09-06,114,230166,2,37,37,15,51,51,8,4,27,3,6,3,11,0,0,3,2,0,Before
2019-09-07,142,286698,2,55,42,19,42,64,6,3,35,3,0,2,17,0,0,1,0,0,Before
2019-09-08,140,282660,3,58,48,16,40,52,4,8,30,4,1,3,13,0,0,5,5,0,Before
2019-09-09,120,242280,5,47,40,22,40,51,8,1,24,3,1,3,14,0,0,1,6,0,Before
2019-09-10,149,300831,3,64,50,15,55,56,7,5,36,5,2,4,14,0,0,3,8,0,Before
2019-09-11,174,351306,3,77,52,18,61,56,12,1,40,3,2,3,22,0,0,2,1,0,Before
2019-09-12,148,298812,5,55,48,16,51,55,5,4,30,5,4,4,10,0,0,2,5,0,Before
2019-09-13,158,319002,2,63,38,13,59,61,9,9,30,5,3,3,15,0,0,5,9,0,Before
2019-09-14,129,260451,0,64,38,12,39,46,8,2,29,6,1,4,19,0,0,4,2,0,Before
2019-09-15,166,335154,2,78,62,24,57,66,7,4,41,8,2,4,12,0,0,2,6,0,Before
2019-09-16,169,341211,6,67,54,24,58,63,2,2,28,3,1,1,17,0,0,2,10,0,Before
2019-09-17,135,272565,3,49,44,10,61,53,9,3,28,5,4,0,20,0,0,6,8,0,Before
2019-09-18,148,298812,6,49,37,22,60,50,9,7,29,6,7,1,20,0,0,3,7,0,Before
2019-09-19,167,337173,2,70,48,27,66,65,6,12,45,5,2,2,17,0,0,7,5,0,Before
2019-09-20,147,296793,8,62,46,20,59,54,5,2,28,2,2,4,20,0,0,6,3,0,Before
2019-09-21,150,302850,3,63,30,19,54,58,5,2,42,5,4,0,19,0,0,4,9,0,Before
2019-09-22,121,244299,2,50,28,15,35,45,4,3,28,5,7,2,14,0,0,1,7,0,Before
2019-09-23,150,302850,2,62,46,18,56,59,3,3,34,5,2,1,14,0,0,11,7,0,Before
2019-09-24,138,278622,6,64,46,16,66,54,8,5,37,3,2,3,15,0,0,7,6,0,Before
2019-09-25,129,260451,1,59,41,19,43,42,9,6,30,5,1,3,19,0,0,4,4,0,Before
2019-09-26,145,292755,3,58,42,20,55,56,6,5,30,3,0,1,20,0,0,3,5,0,Before
2019-09-27,119,240261,1,49,40,10,47,42,9,3,31,2,2,3,18,0,0,0,3,0,Before
2019-09-28,129,260451,6,45,37,17,50,51,9,3,32,3,5,3,21,0,0,2,8,0,Before
2019-09-29,140,282660,1,54,48,18,44,49,1,9,26,7,2,2,14,0,0,7,7,0,Before
2019-09-30,133,268527,3,56,45,12,48,52,3,3,37,5,4,2,17,0,0,4,4,0,Before
2019-10-01,146,294774,5,46,54,14,56,50,8,3,30,3,1,2,25,0,0,0,3,0,Before
2019-10-02,154,310926,4,67,56,16,45,52,5,5,36,1,2,3,19,0,0,4,3,0,Before
2019-10-03,153,308907,4,59,53,15,61,63,5,6,30,5,4,5,28,0,0,2,3,0,Before
2019-10-04,130,262470,3,56,43,16,50,46,8,4,29,1,2,3,11,0,0,2,7,0,Before
2019-10-05,102,205938,6,49,29,13,30,41,2,0,29,5,0,1,9,0,0,2,2,0,Before
2019-10-06,120,242280,0,53,34,15,36,46,7,0,35,7,5,3,13,0,0,4,4,0,Before
2019-10-07,125,252375,3,47,34,13,45,42,7,3,31,2,3,3,17,0,0,5,5,0,Before
2019-10-08,139,280641,3,51,39,17,52,45,1,5,19,6,0,2,24,0,0,2,1,0,Before
2019-10-09,138,278622,1,63,49,14,53,64,5,5,32,3,5,1,13,0,0,3,12,0,Before
2019-10-10,144,290736,5,65,45,14,52,50,5,5,31,4,4,6,18,0,0,3,4,0,Before
2019-10-11,136,274584,1,57,36,16,39,45,3,5,30,5,3,2,21,0,0,6,9,0,Before
2019-10-12,119,240261,5,60,45,13,42,47,7,2,23,1,0,3,13,0,0,3,5,0,Before
2019-10-13,108,218052,6,48,36,14,42,44,1,3,19,6,1,0,13,0,0,4,3,0,Before
2019-10-14,137,276603,4,66,50,23,53,55,4,2,27,3,2,3,14,0,0,2,5,0,Before
2019-10-15,142,286698,2,73,40,19,56,51,6,6,29,7,2,4,8,0,0,3,8,0,Before
2019-10-16,153,308907,1,66,49,14,66,57,5,4,31,6,3,3,15,0,0,1,8,0,Before
2019-10-17,151,304869,2,60,38,13,56,45,4,6,30,4,3,1,18,0,0,3,5,0,Before
2019-10-18,142,286698,1,62,37,13,50,57,8,2,34,10,0,3,17,0,0,4,4,0,Before
2019-10-19,128,258432,1,58,52,20,39,46,5,2,28,9,3,1,20,0,0,5,7,0,Before
2019-10-20,133,268527,5,59,47,9,55,55,2,4,27,2,8,0,7,0,0,6,9,0,Before
2019-10-21,158,319002,4,70,60,18,65,71,6,5,40,2,2,2,14,0,0,5,3,0,Before
2019-10-22,156,314964,0,66,55,25,50,71,6,5,44,7,3,3,16,0,0,7,8,0,Before
2019-10-23,151,304869,3,59,42,13,53,58,9,2,27,3,3,3,19,0,0,3,7,0,Before
2019-10-24,128,258432,1,56,38,8,49,47,5,3,26,0,6,2,15,0,0,5,8,0,Before
2019-10-25,132,266508,2,64,44,18,49,55,6,7,27,2,3,4,11,0,0,5,4,0,Before
2019-10-26,129,260451,4,43,38,19,39,60,2,5,29,5,1,1,15,0,0,3,7,0,Before
2019-10-27,144,290736,2,70,43,14,52,60,3,4,36,6,2,4,12,0,0,2,8,0,Before
2019-10-28,156,314964,1,62,42,21,49,55,4,8,26,6,3,4,19,0,0,6,9,0,Before
2019-10-29,173,349287,1,76,47,15,61,63,10,5,36,7,4,6,18,0,0,5,8,0,Before
2019-10-30,149,300831,1,66,45,20,50,62,3,5,35,6,2,2,21,0,0,0,3,0,Before
2019-10-31,154,310926,2,72,45,18,54,57,8,7,36,5,3,1,19,0,0,2,9,0,Before
2019-11-01,127,256413,3,56,39,12,40,53,3,2,33,5,3,3,14,0,0,1,7,0,Before
2019-11-02,120,242280,3,62,38,15,42,48,7,4,34,2,2,1,10,0,0,1,7,0,Before
2019-11-03,117,236223,2,51,44,16,34,49,2,3,27,1,5,3,14,0,0,4,5,0,Before
2019-11-04,165,333135,2,80,55,16,55,71,9,3,37,5,3,4,20,0,0,3,3,0,Before
2019-11-05,159,321021,5,63,45,16,62,59,8,6,33,3,1,2,14,0,0,4,7,0,Before
2019-11-06,159,321021,4,77,53,21,64,61,6,3,42,5,2,1,16,0,0,3,8,0,Before
2019-11-07,70,141330,0,27,27,11,30,23,1,0,14,6,0,1,7,0,0,1,1,0,Before
2019-11-08,60,121140,1,32,22,9,23,25,0,2,13,3,0,2,8,0,0,0,3,0,Before
2019-11-09,51,102969,2,15,19,5,17,22,1,0,9,2,0,1,8,0,0,0,1,0,Before
2019-11-10,48,96912,3,24,19,9,17,24,3,2,11,2,1,0,1,0,0,1,2,0,Before
2019-11-11,58,117102,0,21,24,5,13,10,1,1,8,3,1,2,9,0,0,2,1,0,Before
2019-11-12,44,88836,2,22,17,7,18,13,2,0,12,2,0,0,5,0,0,2,2,0,Before
2019-11-13,47,94893,1,24,25,7,19,17,2,2,16,1,0,1,3,0,0,0,1,0,Before
2019-11-14,48,96912,1,27,14,8,23,18,1,3,16,0,1,1,4,0,0,0,3,0,Before
2019-11-15,49,98931,0,20,17,6,17,17,1,3,7,3,0,3,9,0,0,2,1,0,Before
2019-11-16,55,111045,0,26,22,7,22,19,1,3,11,4,1,0,4,0,0,4,3,0,Before
2019-11-17,45,90855,1,18,18,3,16,11,2,1,8,1,1,0,6,0,0,0,5,0,Before
2019-11-18,54,109026,2,23,19,7,15,13,1,0,5,1,0,1,6,0,0,1,2,0,Before
2019-11-19,53,107007,1,24,19,7,24,24,1,2,10,2,2,1,8,0,0,1,1,0,Before
2019-11-20,99,199881,1,40,37,13,40,33,7,4,21,2,0,4,7,0,0,4,6,0,Before
2019-11-21,139,280641,1,61,29,6,54,70,4,5,30,8,3,5,21,0,0,3,7,0,Before
2019-11-22,126,254394,3,54,39,16,46,54,7,5,25,4,3,1,14,0,0,4,8,0,Before
2019-11-23,108,218052,3,38,31,14,33,50,3,4,25,2,0,3,16,0,0,4,2,0,Before
2019-11-24,113,228147,3,47,38,17,32,49,4,2,31,7,2,3,9,0,0,2,1,0,Before
2019-11-25,120,242280,3,57,34,22,38,42,5,2,21,1,3,1,16,0,0,2,7,0,Before
2019-11-26,118,238242,1,44,36,13,32,45,12,2,18,4,5,4,17,0,0,4,3,0,Before
2019-11-27,133,268527,2,61,33,17,47,46,11,1,30,10,1,3,15,0,0,1,4,0,Before
2019-11-28,118,238242,1,38,40,17,40,51,7,4,23,4,1,1,13,0,0,3,4,0,Before
2019-11-29,103,207957,4,40,37,13,30,38,6,1,19,5,1,2,16,0,0,3,6,0,Before
2019-11-30,113,228147,3,43,34,11,40,47,6,5,22,3,3,3,16,0,0,3,9,0,Before
2019-12-01,130,262470,2,53,44,10,38,50,4,4,22,3,4,2,9,0,0,4,6,0,Before
2019-12-02,127,256413,6,43,31,18,41,48,3,5,23,2,2,2,13,0,0,6,4,0,Before
2019-12-03,124,250356,2,56,38,19,41,39,6,3,24,6,0,1,16,0,0,3,2,0,Before
2019-12-04,139,280641,3,73,33,21,57,55,10,3,25,2,2,1,19,0,0,1,2,0,Before
2019-12-05,134,270546,3,56,41,19,64,52,5,12,28,6,1,0,14,0,0,2,9,0,Before
2019-12-06,132,266508,4,55,46,16,37,48,9,3,24,4,3,4,14,0,0,2,5,0,Before
2019-12-07,121,244299,2,53,38,18,40,42,8,1,18,2,0,1,21,0,0,1,2,0,Before
2019-12-08,119,240261,1,45,38,8,41,38,1,2,23,3,6,2,15,0,0,3,7,0,Before
2019-12-09,121,244299,1,51,43,18,41,48,6,3,26,2,0,1,15,0,0,4,3,0,Before
2019-12-10,140,282660,4,61,48,18,51,62,6,3,32,2,1,2,18,0,0,3,4,0,Before
2019-12-11,135,272565,6,59,39,19,55,53,9,6,36,3,1,1,13,0,0,1,5,0,Before
2019-12-12,134,270546,8,55,36,9,53,52,9,4,39,3,4,2,19,0,0,1,5,0,Before
2019-12-13,135,272565,3,57,38,15,55,39,6,2,22,6,3,1,23,0,0,3,2,0,Before
2019-12-14,117,236223,1,49,31,12,44,47,5,6,23,6,5,1,16,0,0,2,5,0,Before
2019-12-15,123,248337,0,63,51,18,50,57,7,6,43,3,0,1,16,0,0,6,4,0,Before
2019-12-16,135,272565,6,57,37,21,38,38,4,4,35,6,7,0,14,0,0,4,6,0,Before
2019-12-17,104,209976,3,53,32,12,31,42,1,1,21,4,1,1,14,0,0,6,3,0,Before
2019-12-18,145,292755,1,64,41,16,48,52,5,5,32,3,4,2,14,0,0,5,4,0,Before
2019-12-19,122,246318,4,53,33,14,43,41,5,2,30,4,2,4,18,0,0,6,4,0,Before
2019-12-20,104,209976,1,45,37,14,33,42,7,6,24,2,5,2,6,0,0,9,6,0,Before
2019-12-21,108,218052,3,42,22,16,30,43,4,2,26,3,0,1,11,0,0,6,6,0,Before
2019-12-22,104,209976,4,40,35,18,46,42,3,0,19,5,4,0,8,0,0,5,3,0,Before
2019-12-23,127,256413,4,58,50,16,39,52,9,3,24,0,2,4,19,0,0,8,3,0,Before
2019-12-24,109,220071,3,45,31,19,37,44,8,4,27,4,1,4,15,0,0,2,5,0,Before
2019-12-25,104,209976,1,54,34,11,36,58,4,0,35,2,7,0,9,0,0,5,3,0,Before
2019-12-26,119,240261,2,54,43,12,37,43,5,2,35,3,5,3,13,0,0,7,6,0,Before
2019-12-27,131,264489,3,53,45,22,27,51,6,3,31,5,3,2,14,0,0,2,9,0,Before
2019-12-28,124,250356,4,38,38,11,35,57,7,4,27,6,2,2,21,0,0,1,3,0,Before
2019-12-29,125,252375,2,51,43,19,26,55,4,3,29,2,2,3,13,0,0,6,5,0,Before
2019-12-30,127,256413,2,58,40,18,38,56,0,4,24,6,4,1,13,0,0,5,5,0,Before
2019-12-31,120,242280,5,56,28,10,38,60,1,4,28,1,2,2,12,0,0,4,10,0,Before
2020-01-01,101,204020,1,37,35,10,28,35,0,3,24,3,2,4,12,0,0,3,5,0,Before
2020-01-02,137,276740,1,63,43,10,43,50,7,2,30,4,3,2,13,0,0,1,5,0,Before
2020-01-03,114,230280,1,49,42,20,36,47,11,3,16,2,3,5,13,0,0,3,3,0,Before
2020-01-04,114,230280,2,56,41,17,32,48,4,2,23,1,3,0,14,0,0,3,3,0,Before
2020-01-05,118,238360,3,47,33,24,33,48,4,4,19,4,0,0,12,0,0,6,1,0,Before
2020-01-06,101,204020,3,42,39,15,36,38,4,2,27,2,1,1,15,0,0,2,1,0,Before
2020-01-07,118,238360,3,49,32,21,47,52,5,1,35,5,3,4,7,0,0,5,6,0,Before
2020-01-08,94,189880,1,35,23,12,26,40,6,4,20,1,1,0,11,0,0,1,1,0,Before
2020-01-09,141,284820,5,69,48,19,60,50,3,3,33,4,2,3,19,0,0,3,6,0,Before
2020-01-10,150,303000,4,54,39,18,60,58,6,5,23,4,1,3,26,0,0,2,5,0,Before
2020-01-11,122,246440,3,47,29,22,32,50,5,3,26,5,1,4,19,0,0,2,6,0,Before
2020-01-12,122,246440,3,42,41,12,45,49,9,1,32,4,0,3,13,0,0,3,5,0,Before
2020-01-13,125,252500,5,45,35,16,46,45,6,3,28,1,2,2,16,0,0,3,4,0,Before
2020-01-14,128,258560,1,51,38,15,57,44,2,5,18,6,3,4,10,0,0,3,3,0,Before
2020-01-15,119,240380,2,54,36,14,51,55,4,2,19,6,1,4,10,0,0,2,6,0,Before
2020-01-16,133,268660,2,60,44,18,34,52,5,7,23,6,2,4,13,0,0,3,3,0,Before
2020-01-17,133,268660,3,59,34,20,47,58,6,3,37,4,3,2,17,0,0,3,4,0,Before
2020-01-18,126,254520,4,48,44,16,43,45,3,5,24,4,1,1,18,0,0,3,2,0,Before
2020-01-19,132,266640,2,52,47,19,52,48,5,4,25,4,6,1,11,0,0,4,4,0,Before
2020-01-20,126,254520,4,44,42,20,48,44,5,0,28,1,1,2,17,0,0,3,4,0,Before
2020-01-21,130,262600,4,57,37,18,50,43,3,4,32,1,2,3,11,0,0,3,5,0,Before
2020-01-22,104,210080,2,44,33,16,40,39,4,3,19,0,2,2,15,0,0,1,3,0,Before
2020-01-23,126,254520,4,50,37,13,43,39,4,3,38,7,0,0,12,0,0,3,2,0,Before
2020-01-24,125,252500,1,47,26,10,55,48,5,6,37,5,2,2,16,0,0,4,4,0,Before
2020-01-25,110,222200,3,40,37,15,32,51,4,4,25,3,0,2,7,0,0,1,4,0,Before
2020-01-26,123,248460,4,56,42,20,34,46,4,6,28,4,2,0,12,0,0,3,3,0,Before
2020-01-27,148,298960,6,56,42,19,47,51,4,1,25,9,2,0,22,0,0,7,3,0,Before
2020-01-28,123,248460,1,50,42,20,46,47,7,3,19,3,5,4,13,0,0,4,8,0,Before
2020-01-29,141,284820,2,63,30,24,49,45,6,7,23,4,3,2,8,0,0,4,2,0,Before
2020-01-30,158,319160,5,71,55,22,54,70,6,5,41,7,4,2,15,0,0,5,4,0,Before
2020-01-31,126,254520,1,58,38,17,38,43,3,5,28,4,4,3,16,0,0,6,5,0,Before
2020-02-01,133,268660,2,61,28,15,43,55,8,6,34,7,5,2,15,0,0,4,2,0,Before
2020-02-02,123,248460,6,47,31,15,42,46,4,2,26,5,3,3,13,0,0,1,4,0,Before
2020-02-03,153,309060,6,58,55,15,50,47,5,4,30,9,0,0,19,0,0,2,3,0,Before
2020-02-04,161,325220,3,66,44,21,45,62,5,4,24,6,3,4,17,0,0,4,4,0,Before
2020-02-05,175,353500,7,79,41,18,67,62,5,8,45,1,2,4,15,0,0,2,6,0,Before
2020-02-06,168,339360,3,76,64,23,71,54,7,4,47,6,4,2,16,0,0,4,7,0,Before
2020-02-07,153,309060,2,54,40,23,48,54,8,3,37,4,1,6,22,0,0,4,0,0,Before
2020-02-08,110,222200,3,50,24,8,35,44,2,1,23,5,2,1,23,0,0,4,3,0,Before
2020-02-09,129,260580,6,53,33,18,53,56,2,2,30,8,1,5,17,0,0,3,5,0,Before
2020-02-10,135,272700,5,58,32,21,46,41,1,3,25,4,0,1,18,0,0,2,2,0,Before
2020-02-11,120,242400,3,50,38,17,43,46,6,3,22,2,1,4,12,0,0,1,4,0,Before
2020-02-12,134,270680,6,50,41,19,47,58,6,4,31,5,1,2,15,0,0,5,4,0,Before
2020-02-13,138,278760,6,60,36,15,52,45,4,4,34,5,2,2,12,0,0,2,4,0,Before
2020-02-14,108,218160,3,44,35,15,43,49,3,5,31,1,7,5,10,0,0,5,8,0,Before
2020-02-15,126,254520,5,65,30,21,44,45,4,4,34,2,1,2,12,0,0,5,4,0,Before
2020-02-16,162,327240,3,73,55,23,53,62,4,8,41,4,3,0,15,0,0,4,5,0,Before
2020-02-17,150,303000,5,60,45,19,49,51,6,3,26,4,6,3,22,0,0,6,9,0,Before
2020-02-18,133,268660,3,50,31,25,51,51,6,8,25,0,1,4,11,0,0,7,5,0,Before
2020-02-19,137,276740,2,54,44,18,54,49,6,2,29,2,2,0,15,0,0,6,4,0,Before
2020-02-20,147,296940,5,61,42,17,63,61,3,5,30,2,2,1,13,0,0,3,8,0,Before
2020-02-21,151,305020,0,60,38,18,56,54,7,4,32,6,3,1,14,0,0,3,10,0,Before
2020-02-22,109,220180,0,45,27,12,39,44,2,4,25,2,2,3,11,0,0,4,3,0,Before
2020-02-23,134,270680,3,50,38,17,43,49,7,1,24,7,5,3,14,0,0,4,5,0,Before
2020-02-24,147,296940,4,57,45,19,56,55,2,4,27,5,4,3,14,0,0,6,7,0,Before
2020-02-25,141,284820,6,51,37,18,49,61,6,3,29,0,3,2,15,0,0,5,4,0,Before
2020-02-26,127,256540,10,53,44,17,48,51,6,2,30,3,2,2,14,0,0,1,5,0,Before
2020-02-27,150,303000,2,75,52,16,53,59,7,5,35,5,2,0,12,0,0,3,5,0,Before
2020-02-28,129,260580,5,57,40,10,44,48,11,5,25,2,2,1,17,0,0,3,4,0,Before
2020-02-29,138,278760,4,52,50,14,42,67,6,4,33,1,5,1,21,0,0,5,9,0,Before
2020-03-01,107,216140,1,38,36,17,33,38,2,7,14,5,0,0,11,0,0,5,3,0,Before
2020-03-02,148,298960,5,51,41,29,36,53,5,1,26,1,2,4,8,0,0,1,3,0,Before
2020-03-03,122,246440,2,38,35,18,40,37,8,5,17,5,1,3,13,0,0,2,3,0,Before
2020-03-04,145,292900,4,62,40,23,51,54,6,7,39,6,1,4,21,0,0,4,5,0,Before
2020-03-05,135,272700,1,63,37,17,38,48,10,10,33,4,2,1,13,0,0,4,3,0,Before
2020-03-06,140,282800,7,50,35,17,46,61,2,6,26,7,0,5,13,0,0,6,1,0,Before
2020-03-07,120,242400,3,42,25,16,34,44,7,5,24,5,2,2,15,0,0,4,7,0,Before
2020-03-08,113,228260,3,54,39,17,28,48,4,4,31,6,0,0,19,0,0,1,1,0,Before
2020-03-09,120,242400,6,46,37,17,36,43,4,2,28,8,2,1,14,0,0,3,7,0,Before
2020-03-10,135,272700,3,57,45,19,54,44,7,4,24,6,3,3,13,0,0,5,4,0,Before
2020-03-11,119,240380,5,52,41,22,30,53,5,2,19,4,3,1,13,0,0,2,5,0,Before
2020-03-12,138,278760,5,54,30,19,56,44,4,4,28,4,1,4,15,0,0,1,4,0,Before
2020-03-13,136,274720,5,41,41,15,53,47,3,9,29,5,4,3,18,0,1,3,3,0,Before
2020-03-14,139,280780,3,64,46,20,57,56,1,7,31,3,0,1,16,0,0,8,8,0,Before
2020-03-15,115,232300,3,54,33,20,31,38,4,6,31,2,4,2,11,0,3,5,6,0,Before
2020-03-16,172,347440,9,51,40,17,51,65,9,5,41,6,4,0,16,0,11,2,12,0,Before
