Date,sumCTL,Year,substance,depressed,suicide,self_harm,stress_anxiety,relationship,bereavement,bully,isolated,eating,abuse,lgbtq,other,racism,covid_19,sexual_abuse,emotional_abuse,uspecified_abuse,Time
2021-06-01,150,303150,0,58,31,20,46,52,8,3,26,4,2,3,14,1,1,3,5,1,After
2021-06-02,138,278898,5,44,35,18,47,50,6,3,31,4,5,2,27,1,3,4,7,2,After
2021-06-03,139,280919,4,48,40,25,39,63,5,2,32,6,3,2,15,0,2,4,7,3,After
2021-06-04,152,307192,2,52,43,27,44,50,15,4,30,4,5,4,17,0,2,5,5,2,After
2021-06-05,125,252625,4,43,32,14,45,42,8,0,31,9,1,5,18,1,1,4,7,2,After
2021-06-06,109,220289,2,43,22,18,33,42,6,3,27,2,2,3,19,1,1,1,5,4,After
2021-06-07,165,333465,5,50,43,23,55,57,12,0,30,7,2,3,21,0,0,7,7,2,After
2021-06-08,114,230394,4,37,30,15,44,39,3,0,26,7,1,3,11,0,1,2,2,3,After
2021-06-09,142,286982,0,61,41,29,57,51,7,2,33,4,2,3,18,0,0,2,4,1,After
2021-06-10,113,228373,4,38,32,15,42,35,3,2,22,6,4,6,13,1,0,2,10,9,After
2021-06-11,131,264751,6,50,30,19,52,48,5,3,26,5,1,3,9,0,0,3,1,2,After
2021-06-12,117,236457,4,41,30,11,43,51,8,1,25,4,6,2,18,0,0,3,7,2,After
2021-06-13,141,284961,3,42,42,19,36,48,4,3,27,5,2,4,21,0,0,1,6,2,After
2021-06-14,118,238478,1,43,30,13,39,46,6,2,32,4,3,0,14,0,0,4,7,0,After
2021-06-15,138,278898,3,49,34,20,48,44,4,3,32,8,3,4,17,2,1,5,5,2,After
2021-06-16,118,238478,5,44,27,12,45,35,9,2,26,6,2,2,20,1,1,2,6,5,After
2021-06-17,129,260709,1,41,29,19,43,41,9,1,31,5,2,5,17,0,1,2,7,0,After
2021-06-18,131,264751,8,49,36,22,46,52,6,2,33,5,3,0,23,0,1,7,8,1,After
2021-06-19,130,262730,1,46,33,17,48,52,7,4,28,8,1,3,23,0,2,3,3,4,After
2021-06-20,144,291024,4,63,31,20,48,64,11,1,38,6,4,1,18,0,0,2,5,4,After
2021-06-21,143,289003,2,50,42,21,43,50,8,1,30,6,4,6,20,0,0,4,5,2,After
2021-06-22,122,246562,3,46,33,15,41,49,6,3,27,6,1,2,18,0,1,5,3,1,After
2021-06-23,141,284961,3,50,38,20,46,52,12,2,39,7,0,3,15,0,2,2,2,1,After
2021-06-24,129,260709,5,43,30,22,42,50,5,3,28,9,3,2,16,0,0,1,10,1,After
2021-06-25,140,282940,4,52,41,29,44,59,8,4,31,3,2,3,10,0,1,7,5,1,After
2021-06-26,113,228373,1,46,33,20,31,35,9,0,31,3,1,2,19,3,0,3,2,0,After
2021-06-27,139,280919,6,37,44,24,34,42,2,3,23,4,2,0,18,0,1,4,5,4,After
2021-06-28,125,252625,6,54,40,18,48,51,6,5,31,7,8,1,22,0,0,3,6,2,After
2021-06-29,135,272835,3,40,39,24,36,32,12,1,23,9,1,5,17,1,0,6,1,2,After
2021-06-30,126,254646,5,39,25,22,50,48,6,3,21,5,3,3,16,0,1,5,6,2,After
2021-07-01,132,266772,3,48,33,23,41,40,11,1,23,7,1,6,15,0,0,1,4,4,After
2021-07-02,137,276877,3,52,36,19,46,54,8,0,28,4,1,4,20,0,0,3,4,0,After
2021-07-03,136,274856,4,49,37,16,40,48,4,0,25,5,0,4,20,0,1,3,4,1,After
2021-07-04,109,220289,4,39,24,7,42,42,6,1,25,6,0,4,12,1,0,3,4,1,After
2021-07-05,113,228373,6,45,28,10,43,39,3,1,22,5,2,4,13,1,2,3,4,3,After
2021-07-06,118,238478,3,38,23,16,36,34,6,2,24,6,3,6,14,0,1,3,4,1,After
2021-07-07,130,262730,1,45,25,24,45,42,8,2,32,5,4,4,13,0,2,2,6,1,After
2021-07-08,127,256667,0,49,35,23,44,47,2,3,28,7,3,1,17,0,2,2,9,1,After
2021-07-09,113,228373,3,35,27,18,38,39,16,3,23,4,4,4,17,0,1,7,6,2,After
2021-07-10,92,185932,2,32,24,10,35,32,6,1,19,4,1,0,11,0,0,2,4,3,After
2021-07-11,102,206142,3,39,27,13,25,46,5,0,17,2,2,0,17,0,0,0,3,1,After
2021-07-12,120,242520,0,35,46,23,25,40,5,1,20,4,0,1,22,0,0,1,4,3,After
2021-07-13,122,246562,1,53,28,20,44,46,4,3,27,5,3,5,11,0,0,2,6,1,After
2021-07-14,139,280919,2,46,36,23,44,56,5,2,27,4,5,7,23,0,1,4,5,5,After
2021-07-15,159,321339,1,69,48,18,61,57,9,1,44,7,1,0,19,0,1,3,6,2,After
2021-07-16,130,262730,1,54,35,30,42,43,4,1,36,9,1,3,17,0,2,4,3,1,After
2021-07-17,117,236457,4,44,29,14,34,37,9,1,21,7,0,3,14,0,1,3,1,1,After
2021-07-18,139,280919,7,40,33,15,40,54,9,2,28,9,2,6,12,0,4,6,5,2,After
2021-07-19,112,226352,4,33,35,19,34,37,2,0,16,5,1,1,17,0,1,3,4,2,After
2021-07-20,112,226352,7,45,31,19,42,37,6,1,28,7,2,1,20,0,2,1,4,0,After
2021-07-21,120,242520,3,39,36,20,38,44,4,5,27,9,0,4,14,0,2,5,5,2,After
2021-07-22,128,258688,6,46,41,27,47,44,6,2,18,7,1,1,16,0,0,4,4,2,After
2021-07-23,119,240499,5,44,35,29,30,47,9,3,34,7,0,1,10,1,1,2,4,0,After
2021-07-24,126,254646,2,37,35,17,45,54,5,2,23,8,2,2,12,0,1,6,6,1,After
2021-07-25,117,236457,5,42,33,9,32,46,7,1,21,6,5,3,23,0,1,3,6,4,After
2021-07-26,126,254646,3,44,39,15,34,41,8,7,23,10,1,1,10,0,2,5,4,5,After
2021-07-27,134,270814,5,44,35,26,38,45,3,2,27,16,2,4,17,0,2,4,3,1,After
2021-07-28,139,280919,2,37,34,14,48,49,5,5,25,11,3,3,19,1,3,3,1,1,After
2021-07-29,146,295066,5,48,35,15,47,57,8,3,33,6,2,1,25,0,2,9,8,1,After
2021-07-30,127,256667,2,45,30,20,29,40,7,3,32,5,4,3,19,0,3,2,6,3,After
2021-07-31,130,262730,2,48,34,22,45,45,4,3,28,4,2,5,22,0,2,7,3,2,After
2021-08-01,152,307192,5,54,46,21,45,55,6,2,24,7,4,2,26,0,4,3,4,0,After
2021-08-02,115,232415,1,46,32,16,37,43,4,0,23,1,1,3,20,0,2,3,9,2,After
2021-08-03,158,319318,3,50,38,18,54,43,4,6,37,6,4,3,21,0,2,4,6,4,After
2021-08-04,110,222310,4,36,32,24,42,39,5,1,31,4,2,4,9,0,0,3,3,3,After
2021-08-05,137,276877,3,62,31,22,40,43,10,2,31,5,2,4,22,1,1,6,4,2,After
2021-08-06,123,248583,3,37,27,26,34,38,10,5,35,10,5,0,16,0,4,4,8,2,After
2021-08-07,115,232415,3,34,25,19,49,43,8,2,14,5,3,2,17,0,2,7,4,2,After
2021-08-08,125,252625,3,33,26,19,44,41,8,8,23,6,2,3,17,0,2,1,2,1,After
2021-08-09,124,250604,2,40,28,23,43,46,6,2,23,5,2,2,21,0,3,0,5,4,After
2021-08-10,121,244541,1,31,30,17,45,39,5,2,27,2,3,2,25,0,2,3,5,1,After
2021-08-11,128,258688,4,37,26,20,51,48,2,2,23,5,0,1,16,0,4,2,6,0,After
2021-08-12,125,252625,1,42,29,12,50,38,8,7,29,5,1,3,22,1,3,0,2,5,After
2021-08-13,114,230394,1,38,29,14,42,35,6,5,15,2,1,4,19,0,2,1,5,3,After
2021-08-14,131,264751,4,39,23,21,48,51,14,0,35,2,1,2,15,0,3,4,6,2,After
2021-08-15,139,280919,7,51,35,18,36,44,5,5,22,10,2,2,19,0,4,4,4,1,After
2021-08-16,123,248583,1,34,47,17,43,41,5,5,21,6,0,2,16,0,5,6,2,3,After
2021-08-17,125,252625,0,48,25,19,38,55,6,3,27,3,3,2,23,0,0,7,8,3,After
2021-08-18,142,286982,4,51,36,14,54,45,7,8,33,6,1,2,15,1,0,4,2,1,After
2021-08-19,138,278898,2,45,36,24,45,47,5,5,30,8,3,2,21,1,3,5,4,2,After
2021-08-20,111,224331,6,47,34,19,42,36,10,6,26,2,2,2,16,0,4,4,7,1,After
2021-08-21,104,210184,2,38,27,15,38,30,3,2,19,4,2,0,13,0,3,3,3,1,After
2021-08-22,139,280919,1,42,30,20,46,37,8,2,29,8,1,4,10,0,4,2,7,3,After
2021-08-23,103,208163,2,35,29,18,40,25,3,2,19,3,1,3,8,0,4,1,4,1,After
2021-08-24,137,276877,2,42,35,16,57,49,5,3,21,3,4,2,13,1,3,1,6,1,After
2021-08-25,153,309213,5,56,33,23,57,52,8,3,35,3,3,3,18,0,4,3,8,3,After
2021-08-26,164,331444,2,52,43,19,61,47,7,4,26,10,1,0,23,2,4,4,6,3,After
2021-08-27,149,301129,3,56,43,15,49,51,6,5,50,5,4,2,22,0,5,6,5,5,After
2021-08-28,128,258688,5,58,30,8,39,58,12,1,37,4,4,6,16,0,1,3,8,1,After
2021-08-29,157,317297,4,41,30,17,34,55,15,0,40,10,5,4,24,1,6,4,4,4,After
2021-08-30,162,327402,3,48,42,29,67,52,6,3,23,7,0,1,25,0,2,4,5,2,After
2021-08-31,134,270814,1,56,38,21,44,50,5,6,29,9,0,3,19,0,4,2,7,2,After
2021-09-01,145,293045,2,39,36,20,53,49,3,4,26,8,1,1,17,0,4,5,2,2,After
2021-09-02,151,305171,4,51,48,13,51,46,7,5,30,6,2,4,20,0,3,4,9,3,After
2021-09-03,139,280919,5,52,34,18,45,44,7,3,27,5,3,4,14,1,4,2,4,2,After
2021-09-04,111,224331,3,39,30,22,40,49,7,5,24,6,3,1,11,0,3,5,5,2,After
2021-09-05,130,262730,4,45,36,11,45,54,6,1,27,1,2,2,22,0,1,7,3,2,After
2021-09-06,113,228373,2,44,33,12,36,38,4,0,24,4,2,2,21,0,1,3,5,0,After
2021-09-07,141,284961,1,54,43,16,45,56,4,3,37,3,1,3,20,0,3,3,1,0,After
2021-09-08,168,339528,5,68,41,23,69,59,13,5,43,5,4,4,20,4,3,4,4,1,After
2021-09-09,156,315276,5,51,38,29,64,46,13,8,36,8,0,9,19,1,3,4,9,4,After
2021-09-10,147,297087,4,51,34,24,52,44,8,3,40,4,1,1,21,0,5,4,1,2,After
2021-09-11,122,246562,2,32,21,14,37,39,8,5,24,7,3,2,22,0,1,2,10,0,After
2021-09-12,160,323360,3,67,47,23,42,56,5,3,34,3,3,1,20,0,1,3,6,5,After
2021-09-13,154,311234,3,51,45,27,62,50,5,6,27,8,2,5,23,0,1,4,4,6,After
2021-09-14,144,291024,5,54,33,18,51,53,13,1,27,5,3,4,17,0,2,3,3,3,After
2021-09-15,163,329423,2,51,53,25,59,62,11,1,39,4,2,2,16,0,2,3,3,1,After
2021-09-16,156,315276,4,51,43,21,49,39,8,4,33,5,2,1,25,0,1,3,2,2,After
2021-09-17,131,264751,1,47,34,16,42,38,8,3,30,7,0,2,22,0,1,3,3,4,After
2021-09-18,121,244541,1,40,21,17,42,41,10,3,27,8,2,4,14,1,2,4,3,0,After
2021-09-19,140,282940,5,41,36,17,46,38,8,3,28,9,2,2,27,0,4,0,3,2,After
2021-09-20,152,307192,3,38,38,30,58,48,2,1,28,6,1,0,17,0,3,7,4,4,After
2021-09-21,125,252625,1,41,30,21,47,27,3,1,18,5,0,1,20,1,2,2,3,2,After
2021-09-22,144,291024,3,63,55,21,50,45,6,3,29,7,2,1,18,3,1,5,9,5,After
2021-09-23,163,329423,3,61,42,18,63,66,7,7,30,7,1,2,22,0,1,3,4,3,After
2021-09-24,136,274856,4,48,29,18,46,44,7,2,28,3,4,2,22,0,2,5,6,0,After
2021-09-25,128,258688,4,33,36,18,41,46,7,5,28,9,3,3,19,0,1,4,5,2,After
2021-09-26,128,258688,3,42,30,19,39,48,7,3,26,7,1,1,13,0,1,3,7,2,After
2021-09-27,132,266772,3,46,32,21,38,46,6,3,26,6,1,2,22,0,1,4,6,2,After
2021-09-28,160,323360,3,57,50,22,55,48,3,1,33,9,0,2,21,0,1,4,1,2,After
2021-09-29,153,309213,4,60,41,20,58,54,7,5,34,6,2,5,26,0,3,3,3,2,After
2021-09-30,148,299108,3,44,41,26,48,58,12,1,24,2,1,2,21,0,4,5,4,4,After
2021-10-01,139,280919,4,49,41,21,58,42,9,3,28,6,3,3,13,0,2,5,2,1,After
2021-10-02,115,232415,3,44,25,14,38,39,4,1,34,4,3,1,20,0,0,1,6,0,After
2021-10-03,153,309213,2,63,35,23,58,45,9,1,35,3,3,3,24,0,3,6,5,1,After
2021-10-04,161,325381,3,66,53,30,49,55,11,11,49,8,4,3,20,0,2,4,11,2,After
2021-10-05,130,262730,5,46,31,21,45,44,9,5,25,1,2,3,15,0,1,2,4,0,After
2021-10-06,139,280919,3,55,38,21,61,43,9,5,35,6,2,1,13,1,1,1,2,4,After
2021-10-07,136,274856,5,60,46,23,54,41,6,3,29,4,1,2,21,0,1,1,8,2,After
2021-10-08,145,293045,2,49,42,21,53,52,4,3,36,7,4,2,21,0,3,1,5,5,After
2021-10-09,123,248583,3,41,28,17,31,37,6,8,20,3,1,1,22,1,0,4,8,1,After
2021-10-10,121,244541,1,29,24,22,36,45,3,5,23,7,4,4,9,0,1,6,7,3,After
2021-10-11,118,238478,3,41,29,17,46,48,5,5,22,5,0,3,11,0,1,2,5,1,After
2021-10-12,149,301129,4,52,32,18,50,54,6,2,31,4,3,5,17,1,0,6,3,2,After
2021-10-13,155,313255,3,57,46,23,58,45,7,5,31,11,2,3,18,0,1,3,8,1,After
2021-10-14,160,323360,4,56,38,13,58,57,5,2,29,7,2,2,21,0,1,7,9,2,After
2021-10-15,168,339528,6,60,30,16,59,56,8,5,30,3,3,3,19,0,3,7,8,1,After
2021-10-16,147,297087,4,49,32,11,47,55,5,1,38,5,2,2,23,0,3,2,4,2,After
2021-10-17,142,286982,9,48,35,22,42,47,4,2,33,6,1,5,16,1,1,3,5,6,After
2021-10-18,160,323360,4,62,44,23,58,58,5,6,34,6,2,3,21,1,0,3,4,0,After
2021-10-19,144,291024,2,63,41,23,51,42,12,1,31,2,5,6,12,0,5,3,5,0,After
2021-10-20,166,335486,6,54,33,21,58,54,9,6,35,4,2,4,22,0,1,1,4,0,After
2021-10-21,152,307192,2,52,38,13,51,49,6,4,30,3,0,1,20,2,1,4,3,0,After
2021-10-22,133,268793,3,44,28,18,52,36,7,8,33,5,1,3,12,1,1,3,4,1,After
2021-10-23,143,289003,6,56,39,21,43,47,7,6,30,10,6,2,18,0,4,3,4,3,After
2021-10-24,138,278898,4,49,41,21,44,38,9,5,27,4,2,2,16,0,1,6,3,2,After
2021-10-25,159,321339,8,58,29,24,51,59,11,3,40,10,4,0,25,0,0,3,7,2,After
2021-10-26,185,373885,8,73,46,32,70,64,6,2,36,8,0,3,16,1,2,5,9,2,After
2021-10-27,169,341549,8,57,47,24,60,48,17,7,34,9,1,4,22,0,1,4,5,1,After
2021-10-28,167,337507,3,65,39,18,63,48,5,5,32,10,4,1,10,0,1,3,5,0,After
2021-10-29,126,254646,4,41,28,14,35,39,1,5,29,5,1,4,12,0,1,6,1,3,After
2021-10-30,138,278898,2,55,38,22,50,44,5,4,31,10,5,1,19,0,2,4,7,6,After
2021-10-31,117,236457,2,42,39,19,38,42,8,3,26,1,4,2,17,0,0,1,4,3,After
2021-11-01,128,258688,4,45,42,14,38,45,12,3,27,4,2,1,17,2,0,7,3,2,After
2021-11-02,168,339528,4,57,47,25,44,48,5,1,29,6,4,6,26,3,1,3,9,5,After
2021-11-03,166,335486,2,54,49,31,67,47,6,7,41,7,1,6,20,0,1,7,5,3,After
2021-11-04,163,329423,4,55,31,23,45,56,9,7,26,4,2,2,23,0,3,3,3,1,After
2021-11-05,120,242520,2,36,33,17,30,32,10,6,24,5,2,0,20,0,1,3,8,2,After
2021-11-06,99,200079,4,34,24,16,31,40,5,3,24,4,2,2,13,0,0,3,8,0,After
2021-11-07,159,321339,1,54,51,25,45,51,11,4,43,15,2,3,18,0,2,2,2,0,After
2021-11-08,179,361759,0,59,46,23,72,49,8,6,31,19,1,3,28,0,1,4,8,1,After
2021-11-09,155,313255,3,49,43,10,54,42,9,4,39,10,2,1,33,0,1,2,4,2,After
2021-11-10,179,361759,2,58,32,26,65,49,21,5,36,7,4,3,20,0,1,8,10,2,After
2021-11-11,271,547691,3,90,49,27,89,107,20,10,60,8,3,4,42,1,0,6,5,9,After
2021-11-12,186,375906,2,70,43,19,59,54,11,6,49,7,0,3,33,0,1,3,3,1,After
2021-11-13,143,289003,5,55,36,18,45,54,7,4,32,4,4,5,12,1,0,6,4,2,After
2021-11-14,158,319318,6,64,45,16,51,69,18,4,46,6,6,1,13,0,1,6,7,3,After
2021-11-15,155,313255,4,48,32,20,46,45,14,9,34,6,4,1,31,2,2,3,3,4,After
2021-11-16,139,280919,2,49,38,17,48,48,12,2,31,5,4,3,13,0,1,4,5,4,After
2021-11-17,146,295066,5,58,36,16,45,48,7,2,28,12,0,2,22,0,0,5,5,0,After
2021-11-18,145,293045,4,47,36,21,44,49,3,1,28,5,2,0,16,0,0,1,5,3,After
2021-11-19,127,256667,5,48,32,19,45,50,7,3,30,7,3,4,17,0,0,1,7,1,After
2021-11-20,127,256667,2,44,35,16,45,49,3,5,19,4,5,4,13,0,0,5,7,3,After
2021-11-21,141,284961,3,61,36,18,41,50,9,2,24,12,4,2,11,0,1,3,8,2,After
2021-11-22,144,291024,3,54,34,22,54,51,6,2,28,1,3,0,19,1,0,6,8,5,After
2021-11-23,121,244541,4,41,26,15,36,42,4,0,23,3,4,2,16,0,3,2,6,1,After
2021-11-24,125,252625,1,44,28,17,51,49,4,2,26,7,1,2,12,0,0,3,4,1,After
2021-11-25,102,206142,1,32,27,19,34,48,7,0,20,2,1,2,5,0,0,0,2,1,After
2021-11-26,91,183911,2,36,38,21,27,32,4,1,17,1,0,1,10,0,0,1,2,1,After
2021-11-27,118,238478,5,44,35,16,33,41,4,4,28,3,5,0,15,0,1,1,5,2,After
2021-11-28,125,252625,0,49,33,23,43,55,1,1,29,3,1,3,13,0,0,1,3,1,After
2021-11-29,128,258688,2,44,37,17,37,45,3,3,18,7,3,3,16,1,1,4,5,0,After
2021-11-30,116,234436,4,41,39,23,38,28,7,5,26,7,1,6,13,0,1,1,5,2,After
2021-12-01,149,301129,3,55,50,21,41,45,6,4,31,5,3,1,20,1,0,5,7,0,After
2021-12-02,141,284961,3,45,42,21,46,48,4,2,35,3,3,4,20,1,1,4,4,4,After
2021-12-03,113,228373,4,43,22,20,44,39,6,3,22,8,3,1,13,0,1,2,4,0,After
2021-12-04,100,202100,2,35,29,16,30,31,4,3,23,3,0,1,17,0,0,4,3,2,After
2021-12-05,137,276877,2,50,28,17,37,50,5,4,29,7,4,4,18,1,1,6,5,1,After
2021-12-06,130,262730,1,36,33,20,50,38,10,10,23,6,2,1,19,1,1,7,6,0,After
2021-12-07,145,293045,6,57,38,20,55,44,9,1,27,5,2,1,13,0,0,2,3,1,After
2021-12-08,169,341549,4,70,40,22,51,73,14,2,44,8,3,2,25,1,1,9,6,4,After
2021-12-09,227,458767,2,100,51,27,72,87,21,0,50,6,4,0,31,0,0,4,7,4,After
2021-12-10,266,537586,6,121,54,36,85,94,15,3,52,9,5,5,36,1,1,10,5,5,After
2021-12-11,196,396116,9,81,49,14,52,71,12,3,52,4,1,1,18,0,1,4,5,5,After
2021-12-12,181,365801,7,71,34,26,46,66,10,1,40,10,1,1,13,0,3,4,6,1,After
2021-12-13,179,361759,5,75,47,23,54,56,8,6,36,5,5,1,18,1,1,2,3,1,After
2021-12-14,183,369843,5,76,45,16,46,65,14,4,37,6,2,4,23,1,0,4,4,2,After
2021-12-15,158,319318,4,70,35,14,50,57,13,1,42,0,1,1,20,0,2,0,1,0,After
2021-12-16,140,282940,4,58,32,23,36,49,9,3,25,1,1,2,22,0,0,0,5,3,After
2021-12-17,134,270814,4,52,38,24,36,55,5,4,27,2,1,1,18,0,2,2,4,2,After
2021-12-18,113,228373,2,40,30,15,28,49,8,1,24,7,0,1,13,0,1,1,7,3,After
2021-12-19,147,297087,6,57,28,22,57,60,6,4,23,0,4,3,16,0,0,5,4,3,After
2021-12-20,162,327402,6,68,26,22,44,47,8,4,36,7,1,1,24,1,0,2,9,2,After
2021-12-21,109,220289,4,50,25,14,34,39,4,1,18,3,2,2,14,0,0,2,4,1,After
2021-12-22,112,226352,3,37,26,14,25,44,9,2,24,4,3,1,17,0,2,2,5,1,After
2021-12-23,129,260709,3,37,25,20,37,45,6,5,24,6,3,2,19,1,4,4,5,2,After
2021-12-24,127,256667,5,40,27,17,29,49,3,2,23,8,1,1,14,1,4,5,1,0,After
2021-12-25,101,204121,2,43,24,13,31,48,9,0,28,4,1,2,12,0,1,0,4,6,After
2021-12-26,98,198058,4,37,22,11,32,41,7,1,25,3,0,4,11,0,3,2,3,1,After
2021-12-27,131,264751,8,54,36,17,42,58,8,2,32,5,3,1,10,0,3,3,4,1,After
2021-12-28,124,250604,3,43,28,19,34,39,5,2,23,3,2,2,25,0,2,5,4,0,After
2021-12-29,119,240499,6,46,27,9,37,47,11,3,23,3,1,1,18,0,2,0,2,1,After
2021-12-30,106,214226,2,34,22,16,31,41,3,1,21,7,4,3,14,0,5,0,8,3,After
2021-12-31,135,272835,5,47,29,26,42,46,13,5,31,3,0,4,12,1,2,3,1,2,After
2022-01-01,114,230508,6,44,33,18,37,41,7,1,30,2,1,1,15,0,3,3,2,0,After
2022-01-02,115,232530,2,35,27,13,31,43,5,5,28,5,1,2,13,0,4,6,2,5,After
2022-01-03,123,248706,3,47,33,18,40,56,4,2,27,5,0,6,11,0,4,2,2,4,After
2022-01-04,123,248706,3,49,28,19,43,48,10,3,33,6,2,1,20,0,3,2,6,4,After
2022-01-05,140,283080,5,43,32,17,47,45,7,0,30,3,2,3,16,0,6,1,3,3,After
2022-01-06,129,260838,3,51,25,16,51,48,11,2,27,2,0,2,18,0,7,5,6,3,After
2022-01-07,128,258816,3,43,29,16,42,52,7,0,27,4,1,0,25,1,3,1,3,5,After
2022-01-08,126,254772,4,33,25,9,35,42,10,0,27,2,2,2,22,0,4,1,8,2,After
2022-01-09,124,250728,4,31,27,11,37,47,10,5,21,2,0,4,20,0,2,2,1,0,After
2022-01-10,142,287124,8,43,31,17,44,58,9,6,25,6,5,5,25,0,5,3,2,2,After
2022-01-11,38,76836,2,14,11,5,11,16,1,0,6,1,2,2,4,0,0,1,1,1,After
